passport_id,Origin,Destination,Requirement
PASSb4f30f,Luxembourg,Chad,Visa Required
PASScc0140,Luxembourg,Chile,Visa Free
PASS0e94bd,Luxembourg,China,Visa Free
PASS7cf66e,Luxembourg,Colombia,Visa Free
PASS8a0edc,Luxembourg,Comoro Islands,Visa Free
PASS71b698,Luxembourg,Congo (Dem. Rep.),Visa Required
PASSc6d5f5,Luxembourg,Congo (Rep.),Visa Required
PASS38105d,Luxembourg,Cook Islands,Visa Free
PASS9371da,Luxembourg,Costa Rica,Visa Free
PASS26854f,Luxembourg,Cote d'Ivoire,Visa Required
PASS4dbe9b,Luxembourg,Croatia,Visa Free
PASScfc41d,Luxembourg,Cuba,Visa Required
PASSd5c3c4,Luxembourg,Curacao,Visa Free
PASSd8b4dd,Luxembourg,Cyprus,Visa Free
PASSfe9e37,Luxembourg,Czechia,Visa Free
PASSf821bc,Luxembourg,Denmark,Visa Free
PASS2dea51,Luxembourg,Djibouti,Visa Free
PASSa6749c,Luxembourg,Dominica,Visa Free
PASSe36924,Luxembourg,Dominican Republic,Visa Free
PASSc9958f,Luxembourg,Ecuador,Visa Free
PASSa90d24,Luxembourg,Egypt,Visa Free
PASSa3267f,Luxembourg,El Salvador,Visa Free
PASS3b7d4a,Luxembourg,Equatorial Guinea,Visa Required
PASS00ae36,Luxembourg,Eritrea,Visa Required
PASS300db6,Luxembourg,Estonia,Visa Free
PASSa76f74,Luxembourg,Ethiopia,Visa Free
PASS248ebe,Luxembourg,Falkland Islands,Visa Free
PASSee6419,Luxembourg,Faroe Islands,Visa Free
PASSd0f968,Luxembourg,Fiji,Visa Free
PASScb2539,Luxembourg,Finland,Visa Free
PASS8c8888,Luxembourg,France,Visa Free
PASS2eaea7,Luxembourg,French Guiana,Visa Free
PASS88b635,Luxembourg,French Polynesia,Visa Free
PASS54794c,Luxembourg,French West Indies,Visa Free
PASS073d0b,Luxembourg,Gabon,Visa Required
PASS219ed5,Luxembourg,Georgia,Visa Free
PASSbc1967,Luxembourg,Germany,Visa Free
PASS1f377e,Luxembourg,Ghana,Visa Required
PASSc0194c,Luxembourg,Gibraltar,Visa Free
PASSeffae2,Luxembourg,Greece,Visa Free
PASSc16cae,Luxembourg,Greenland,Visa Free
PASS6db281,Luxembourg,Grenada,Visa Free
PASS8b3953,Luxembourg,Guam,Visa Free
PASS65761b,Luxembourg,Guatemala,Visa Free
PASSeaf14c,Luxembourg,Guinea,Visa Required
PASS6b4c86,Luxembourg,Guinea-Bissau,Visa Free
PASS633c97,Luxembourg,Guyana,Visa Free
PASSfc72ff,Luxembourg,Haiti,Visa Free
PASSd33c27,Luxembourg,Honduras,Visa Free
PASSfc0978,Luxembourg,Hong Kong (SAR China),Visa Free
PASS00eeeb,Luxembourg,Hungary,Visa Free
PASSba19c5,Luxembourg,Iceland,Visa Free
PASS661372,Luxembourg,India,Visa Required
PASS9b5cd2,Luxembourg,Indonesia,Visa Free
PASS118987,Luxembourg,Iran,Visa Free
PASS1152bb,Luxembourg,Iraq,Visa Free
PASSf7f5bf,Luxembourg,Ireland,Visa Free
PASS7d3601,Luxembourg,Israel,Visa Free
PASSc2b59d,Luxembourg,Italy,Visa Free
PASS775ed0,Luxembourg,Jamaica,Visa Free
PASSfef690,Luxembourg,Japan,Visa Free
PASS8f7cd2,Luxembourg,Jordan,Visa Free
PASSec5ee7,Luxembourg,Kazakhstan,Visa Free
PASSbb8967,Luxembourg,Kenya,Visa Free
PASS2b9483,Luxembourg,Kiribati,Visa Free
PASSae72dc,Luxembourg,Kosovo,Visa Free
PASSbaa2b1,Luxembourg,Kuwait,Visa Free
PASSa8b37a,Luxembourg,Kyrgyzstan,Visa Free
PASS323277,Luxembourg,Laos,Visa Free
PASS142ce9,Luxembourg,Latvia,Visa Free
PASS0d3ba2,Luxembourg,Lebanon,Visa Free
PASSd64c19,Luxembourg,Lesotho,Visa Free
PASS3c1df5,Luxembourg,Liberia,Visa Required
PASS9a5be9,Luxembourg,Libya,Visa Required
PASS60a54a,Luxembourg,Liechtenstein,Visa Free
PASSe7cbef,Luxembourg,Lithuania,Visa Free
PASS6c7a3c,Luxembourg,Macao (SAR China),Visa Free
PASSb7f815,Luxembourg,Madagascar,Visa Free
PASS7796b9,Luxembourg,Malawi,Visa Free
PASS0e0607,Luxembourg,Malaysia,Visa Free
PASSd17b3d,Luxembourg,Maldives,Visa Free
PASSf37bac,Luxembourg,Mali,Visa Required
PASSe799b4,Luxembourg,Malta,Visa Free
PASSd51620,Luxembourg,Marshall Islands,Visa Free
PASSe2a1cf,Luxembourg,Mauritania,Visa Required
PASS7b0c91,Luxembourg,Mauritius,Visa Free
PASS8a940c,Luxembourg,Mayotte,Visa Free
PASS2630cc,Luxembourg,Mexico,Visa Free
PASS6ecacf,Luxembourg,Micronesia,Visa Free
PASS16768c,Luxembourg,Moldova,Visa Free
PASS8aa1da,Luxembourg,Monaco,Visa Free
PASS635990,Luxembourg,Mongolia,Visa Free
PASSe8ae95,Luxembourg,Montenegro,Visa Free
PASS663d89,Luxembourg,Montserrat,Visa Free
PASS47d8d9,Luxembourg,Morocco,Visa Free
PASS634fda,Luxembourg,Mozambique,Visa Free
PASSf14736,Luxembourg,Myanmar,Visa Free
PASSffd69a,Luxembourg,Namibia,Visa Free
PASSfecd2a,Luxembourg,Nauru,Visa Required
PASSd51fde,Luxembourg,Nepal,Visa Free
PASScaa742,Luxembourg,Netherlands,Visa Free
PASSf315fb,Luxembourg,New Caledonia,Visa Free
PASS712cb9,Luxembourg,New Zealand,Visa Free
PASSea52c4,Luxembourg,Nicaragua,Visa Free
PASS7ca1e0,Luxembourg,Niger,Visa Required
PASS8df2b5,Luxembourg,Nigeria,Visa Required
PASS9b7925,Luxembourg,Niue,Visa Free
PASS001df8,Luxembourg,North Korea,Visa Required
PASS42ad30,Luxembourg,North Macedonia,Visa Free
PASSe88386,Luxembourg,Northern Mariana Islands,Visa Free
PASSf4385f,Luxembourg,Norway,Visa Free
PASS719ac4,Luxembourg,Oman,Visa Free
PASSbe0ec7,Luxembourg,Pakistan,Visa Required
PASSe1a30b,Luxembourg,Palau Islands,Visa Free
PASSedaaba,Luxembourg,Palestinian Territory,Visa Free
PASS25421e,Luxembourg,Panama,Visa Free
PASSe2815b,Luxembourg,Papua New Guinea,Visa Required
PASS72482c,Luxembourg,Paraguay,Visa Free
PASSc2feeb,Luxembourg,Peru,Visa Free
PASS30cfb4,Luxembourg,Philippines,Visa Free
PASS8aa0ec,Luxembourg,Poland,Visa Free
PASSc8000e,Luxembourg,Portugal,Visa Free
PASS7833ae,Luxembourg,Puerto Rico,Visa Free
PASScbb4b0,Luxembourg,Qatar,Visa Free
PASS747570,Luxembourg,Reunion,Visa Free
PASS5b0054,Luxembourg,Romania,Visa Free
PASS6366ba,Luxembourg,Russian Federation,Visa Required
PASSd9bbde,Luxembourg,Rwanda,Visa Free
PASS881c8d,Luxembourg,Samoa,Visa Free
PASSc52852,Luxembourg,San Marino,Visa Free
PASSaad109,Luxembourg,Sao Tome and Principe,Visa Free
PASS11d094,Luxembourg,Saudi Arabia,Visa Free
PASS79f7f3,Luxembourg,Senegal,Visa Free
PASSf7e20a,Luxembourg,Serbia,Visa Free
PASS3c870d,Luxembourg,Seychelles,Visa Free
PASS475651,Luxembourg,Sierra Leone,Visa Free
PASS109c09,Luxembourg,Singapore,Visa Free
PASSb33d32,Luxembourg,Slovakia,Visa Free
PASS4cd333,Luxembourg,Slovenia,Visa Free
PASSfa2fd6,Luxembourg,Solomon Islands,Visa Free
PASSdb49fc,Luxembourg,Somalia,Visa Free
PASS50a4cc,Luxembourg,South Africa,Visa Free
PASS1100c3,Luxembourg,South Korea,Visa Free
PASS624934,Luxembourg,South Sudan,Visa Required
PASSaa2b35,Luxembourg,Spain,Visa Free
PASSb6e98f,Luxembourg,Sri Lanka,Visa Free
PASS1be593,Luxembourg,St. Helena,Visa Free
PASS073e95,Luxembourg,St. Kitts and Nevis,Visa Free
PASS816661,Luxembourg,St. Lucia,Visa Free
PASS93b33a,Luxembourg,St. Maarten,Visa Free
PASS26ebff,Luxembourg,St. Vincent and the Grenadines,Visa Free
PASS4c04f9,Luxembourg,Sudan,Visa Required
PASSd62fba,Luxembourg,Suriname,Visa Free
PASS8b9f48,Luxembourg,Sweden,Visa Free
PASSf63e9b,Luxembourg,Switzerland,Visa Free
PASS23af47,Luxembourg,Syria,Visa Required
PASS019e1a,Luxembourg,Taiwan (Chinese Taipei),Visa Free
PASS7024c4,Luxembourg,Tajikistan,Visa Free
PASS47f26f,Luxembourg,Tanzania,Visa Free
PASS439f0f,Luxembourg,Thailand,Visa Free
PASSc1564d,Luxembourg,The Gambia,Visa Free
PASSc90ff8,Luxembourg,Timor-Leste,Visa Free
PASS1b100d,Luxembourg,Togo,Visa Required
PASS37a851,Luxembourg,Tonga,Visa Free
PASS98a91a,Luxembourg,Trinidad and Tobago,Visa Free
PASSe45940,Luxembourg,Tunisia,Visa Free
PASSe75030,Luxembourg,Turkmenistan,Visa Required
PASS520172,Luxembourg,Turks and Caicos Islands,Visa Free
PASSb5b64a,Luxembourg,Tuvalu,Visa Free
PASSdcf91a,Luxembourg,Türkiye,Visa Free
PASSa22f93,Luxembourg,US Virgin Islands,Visa Free
PASSfb8144,Luxembourg,Uganda,Visa Required
PASS66a425,Luxembourg,Ukraine,Visa Free
PASSb037fe,Luxembourg,United Arab Emirates,Visa Free
PASS285e38,Luxembourg,United Kingdom,Visa Free
PASS0204b4,Luxembourg,United States,Visa Free
PASSf36504,Luxembourg,Uruguay,Visa Free
PASS983764,Luxembourg,Uzbekistan,Visa Free
PASSf18de1,Luxembourg,Vanuatu,Visa Free
PASSbaa02e,Luxembourg,Vatican City,Visa Free
PASSf7e9a3,Luxembourg,Venezuela,Visa Free
PASS8cbfd1,Luxembourg,Vietnam,Visa Required
PASS081de3,Luxembourg,Yemen,Visa Required
PASS082926,Luxembourg,Zambia,Visa Free
PASS633974,Luxembourg,Zimbabwe,Visa Free
PASSffb87d,Luxembourg,eSwatini,Visa Free
PASS0ad224,Macao (SAR China),Afghanistan,Visa Required
PASSa6b706,Macao (SAR China),Albania,Visa Free
PASS7f578b,Macao (SAR China),Algeria,Visa Required
PASS498e4b,Macao (SAR China),American Samoa,Visa Required
PASSbe0aed,Macao (SAR China),Andorra,Visa Free
PASS949ada,Macao (SAR China),Angola,Visa Required
PASSf66c83,Macao (SAR China),Anguilla,Visa Free
PASS71626f,Macao (SAR China),Antigua and Barbuda,Visa Free
PASS1c8cd0,Macao (SAR China),Argentina,Visa Free
PASSe7aa03,Macao (SAR China),Armenia,Visa Free
PASS067377,Macao (SAR China),Aruba,Visa Free
PASScbfed8,Macao (SAR China),Australia,Visa Required
PASSd046f4,Macao (SAR China),Austria,Visa Free
PASS2979da,Macao (SAR China),Azerbaijan,Visa Required
PASS2d177e,Macao (SAR China),Bahamas,Visa Required
PASS9907f7,Macao (SAR China),Bahrain,Visa Free
PASSa31c61,Macao (SAR China),Bangladesh,Visa Required
PASS212c1c,Macao (SAR China),Barbados,Visa Free
PASSad760e,Macao (SAR China),Belarus,Visa Free
PASSb9341f,Macao (SAR China),Belgium,Visa Free
PASS7455a2,Macao (SAR China),Belize,Visa Required
PASS0c8151,Macao (SAR China),Benin,Visa Required
PASS81f9e8,Macao (SAR China),Bermuda,Visa Required
PASScdd7a2,Macao (SAR China),Bhutan,Visa Required
PASS3abdd6,Macao (SAR China),Bolivia,Visa Free
PASS610711,Macao (SAR China),Bonaire; St. Eustatius and Saba,Visa Free
PASS920ef2,Macao (SAR China),Bosnia and Herzegovina,Visa Free
PASS9f425f,Macao (SAR China),Botswana,Visa Required
PASS9ccdd7,Macao (SAR China),Brazil,Visa Free
PASS0afec9,Macao (SAR China),British Virgin Islands,Visa Free
PASS64c607,Macao (SAR China),Brunei,Visa Free
PASS90f743,Macao (SAR China),Bulgaria,Visa Free
PASS7ebd5c,Macao (SAR China),Burkina Faso,Visa Required
PASS963887,Macao (SAR China),Burundi,Visa Free
PASSff6125,Macao (SAR China),Cambodia,Visa Free
PASSb5e69a,Macao (SAR China),Cameroon,Visa Required
PASS335825,Macao (SAR China),Canada,Visa Required
PASSe443f1,Macao (SAR China),Cape Verde Islands,Visa Free
PASSac9867,Macao (SAR China),Cayman Islands,Visa Required
PASS7300d8,Macao (SAR China),Central African Republic,Visa Required
PASS12b503,Macao (SAR China),Chad,Visa Required
PASSbf6ce6,Macao (SAR China),Chile,Visa Free
PASSbb8c75,Macao (SAR China),China,Visa Required
PASS6623ae,Macao (SAR China),Colombia,Visa Required
PASS81d7ea,Macao (SAR China),Comoro Islands,Visa Free
PASS8b2a0f,Macao (SAR China),Congo (Dem. Rep.),Visa Required
PASS210be7,Macao (SAR China),Congo (Rep.),Visa Required
PASS204969,Macao (SAR China),Cook Islands,Visa Free
PASS29d2c1,Macao (SAR China),Costa Rica,Visa Required
PASSe5185b,Macao (SAR China),Cote d'Ivoire,Visa Required
PASS5d538a,Macao (SAR China),Croatia,Visa Free
PASSd52c2a,Macao (SAR China),Cuba,Visa Required
PASS3309a1,Macao (SAR China),Curacao,Visa Free
PASSdffa68,Macao (SAR China),Cyprus,Visa Free
PASS8b91bc,Macao (SAR China),Czechia,Visa Free
PASSa8919f,Macao (SAR China),Denmark,Visa Free
PASSccf64c,Macao (SAR China),Djibouti,Visa Free
PASSdad0e5,Macao (SAR China),Dominica,Visa Free
PASS51d3c0,Macao (SAR China),Dominican Republic,Visa Free
PASSa7599f,Macao (SAR China),Ecuador,Visa Free
PASSb59dfa,Macao (SAR China),Egypt,Visa Free
PASS355759,Macao (SAR China),El Salvador,Visa Required
PASS7eaa1a,Macao (SAR China),Equatorial Guinea,Visa Required
PASSc3d2e6,Macao (SAR China),Eritrea,Visa Required
PASS2ac3a8,Macao (SAR China),Estonia,Visa Free
PASSbfc2d4,Macao (SAR China),Ethiopia,Visa Required
PASS7ad7b7,Macao (SAR China),Falkland Islands,Visa Required
PASSaf1b5c,Macao (SAR China),Faroe Islands,Visa Free
PASSc1a0d2,Macao (SAR China),Fiji,Visa Free
PASS31e318,Macao (SAR China),Finland,Visa Free
PASSc256e0,Macao (SAR China),France,Visa Free
PASSd86c08,Macao (SAR China),French Guiana,Visa Free
PASS4cfa34,Macao (SAR China),French Polynesia,Visa Free
PASSc7a295,Macao (SAR China),French West Indies,Visa Free
PASS696a27,Macao (SAR China),Gabon,Visa Required
PASSde617c,Macao (SAR China),Georgia,Visa Free
PASSf91cd3,Macao (SAR China),Germany,Visa Free
PASS058e88,Macao (SAR China),Ghana,Visa Required
PASS736175,Macao (SAR China),Gibraltar,Visa Free
PASScfde5f,Macao (SAR China),Greece,Visa Free
PASSab9677,Macao (SAR China),Greenland,Visa Free
PASS6a252d,Macao (SAR China),Grenada,Visa Free
PASSb995f9,Macao (SAR China),Guam,Visa Required
PASSbb4415,Macao (SAR China),Guatemala,Visa Required
PASS9a2174,Macao (SAR China),Guinea,Visa Required
PASS53972e,Macao (SAR China),Guinea-Bissau,Visa Free
PASS1a2ecf,Macao (SAR China),Guyana,Visa Required
PASSebe92d,Macao (SAR China),Haiti,Visa Free
PASSef5d4d,Macao (SAR China),Honduras,Visa Required
PASS192713,Macao (SAR China),Hong Kong (SAR China),Visa Free
PASS647530,Macao (SAR China),Hungary,Visa Free
PASSb76cc4,Macao (SAR China),Iceland,Visa Free
PASS676abe,Macao (SAR China),India,Visa Required
PASSa3fecb,Macao (SAR China),Indonesia,Visa Required
PASSfcae10,Macao (SAR China),Iran,Visa Free
PASSe70978,Macao (SAR China),Iraq,Visa Required
PASS4c5e8a,Macao (SAR China),Ireland,Visa Free
PASSa7346d,Macao (SAR China),Israel,Visa Free
PASS424ce9,Macao (SAR China),Italy,Visa Free
PASS811b1a,Macao (SAR China),Jamaica,Visa Required
PASS4e932a,Macao (SAR China),Japan,Visa Free
PASSd145b1,Macao (SAR China),Jordan,Visa Free
PASS9fd1bb,Macao (SAR China),Kazakhstan,Visa Free
PASSe125c5,Macao (SAR China),Kenya,Visa Free
PASS240d5b,Macao (SAR China),Kiribati,Visa Free
PASS25cf82,Macao (SAR China),Kosovo,Visa Free
PASS7c1131,Macao (SAR China),Kuwait,Visa Required
PASS675210,Macao (SAR China),Kyrgyzstan,Visa Free
PASSe5765b,Macao (SAR China),Laos,Visa Free
PASSd9525e,Macao (SAR China),Latvia,Visa Free
PASS43c826,Macao (SAR China),Lebanon,Visa Free
PASS2efe44,Macao (SAR China),Lesotho,Visa Required
PASS8f256e,Macao (SAR China),Liberia,Visa Required
PASS63f196,Macao (SAR China),Libya,Visa Required
PASSc192b1,Macao (SAR China),Liechtenstein,Visa Free
PASS55a5ad,Macao (SAR China),Lithuania,Visa Free
PASSd5ef7e,Macao (SAR China),Luxembourg,Visa Free
PASS7b2335,Macao (SAR China),Madagascar,Visa Free
PASS0ae696,Macao (SAR China),Malawi,Visa Free
PASS3ae8b1,Macao (SAR China),Malaysia,Visa Free
PASS037783,Macao (SAR China),Maldives,Visa Free
PASS4908c2,Macao (SAR China),Mali,Visa Free
PASSd8ad41,Macao (SAR China),Malta,Visa Free
PASSa0e373,Macao (SAR China),Marshall Islands,Visa Required
PASS1e231e,Macao (SAR China),Mauritania,Visa Required
PASS71d47f,Macao (SAR China),Mauritius,Visa Free
PASS4f0baf,Macao (SAR China),Mayotte,Visa Free
PASS8eda01,Macao (SAR China),Mexico,Visa Free
PASS4e3271,Macao (SAR China),Micronesia,Visa Free
PASSca80bc,Macao (SAR China),Moldova,Visa Free
PASSed67a5,Macao (SAR China),Monaco,Visa Free
PASSc92937,Macao (SAR China),Mongolia,Visa Free
PASSbacbb9,Macao (SAR China),Montenegro,Visa Free
PASS036db3,Macao (SAR China),Montserrat,Visa Free
PASSd74d94,Macao (SAR China),Morocco,Visa Free
PASS983b55,Macao (SAR China),Mozambique,Visa Free
PASSb7b67f,Macao (SAR China),Myanmar,Visa Free
PASS741b44,Macao (SAR China),Namibia,Visa Free
PASSa993d8,Macao (SAR China),Nauru,Visa Required
PASSefc573,Macao (SAR China),Nepal,Visa Free
PASS89c447,Macao (SAR China),Netherlands,Visa Free
PASS60a8cf,Macao (SAR China),New Caledonia,Visa Free
PASS412d3d,Macao (SAR China),New Zealand,Visa Free
PASS8b2c69,Macao (SAR China),Nicaragua,Visa Free
PASSdff939,Macao (SAR China),Niger,Visa Required
PASS35fb08,Macao (SAR China),Nigeria,Visa Required
PASSbe71d6,Macao (SAR China),Niue,Visa Free
PASS7ce580,Macao (SAR China),North Korea,Visa Required
PASS04651d,Macao (SAR China),North Macedonia,Visa Free
PASS71f6a1,Macao (SAR China),Northern Mariana Islands,Visa Required
PASS3113f5,Macao (SAR China),Norway,Visa Free
PASS49da60,Macao (SAR China),Oman,Visa Free
PASS6494b7,Macao (SAR China),Pakistan,Visa Required
PASS674151,Macao (SAR China),Palau Islands,Visa Free
PASS950196,Macao (SAR China),Palestinian Territory,Visa Free
PASSef85b6,Macao (SAR China),Panama,Visa Required
PASSeea488,Macao (SAR China),Papua New Guinea,Visa Required
PASS270341,Macao (SAR China),Paraguay,Visa Required
PASS90c7d8,Macao (SAR China),Peru,Visa Required
PASSfd2b20,Macao (SAR China),Philippines,Visa Free
PASSbea7e8,Macao (SAR China),Poland,Visa Free
PASS576061,Macao (SAR China),Portugal,Visa Free
PASS845557,Macao (SAR China),Puerto Rico,Visa Required
PASSbb5bcf,Macao (SAR China),Qatar,Visa Free
PASS714271,Macao (SAR China),Reunion,Visa Free
PASS73a586,Macao (SAR China),Romania,Visa Free
PASS2948d8,Macao (SAR China),Russian Federation,Visa Free
PASSe55fc6,Macao (SAR China),Rwanda,Visa Free
PASSfd2bb0,Macao (SAR China),Samoa,Visa Free
PASSe54c2f,Macao (SAR China),San Marino,Visa Free
PASS498b99,Macao (SAR China),Sao Tome and Principe,Visa Required
PASS1c0114,Macao (SAR China),Saudi Arabia,Visa Free
PASS9b762f,Macao (SAR China),Senegal,Visa Required
PASS22f498,Macao (SAR China),Serbia,Visa Free
PASSc7603f,Macao (SAR China),Seychelles,Visa Free
PASS9d8a75,Macao (SAR China),Sierra Leone,Visa Free
PASSd38697,Macao (SAR China),Singapore,Visa Free
PASS5178bc,Macao (SAR China),Slovakia,Visa Free
PASS8f91bf,Macao (SAR China),Slovenia,Visa Free
PASS5e527e,Macao (SAR China),Solomon Islands,Visa Required
PASS7abc21,Macao (SAR China),Somalia,Visa Free
PASS29a111,Macao (SAR China),South Africa,Visa Free
PASSf80bda,Macao (SAR China),South Korea,Visa Free
PASS7c4d7f,Macao (SAR China),South Sudan,Visa Required
PASS519348,Macao (SAR China),Spain,Visa Free
PASS7dc916,Macao (SAR China),Sri Lanka,Visa Free
PASScf40f3,Macao (SAR China),St. Helena,Visa Free
PASS0c0ab6,Macao (SAR China),St. Kitts and Nevis,Visa Free
PASSfa79b1,Macao (SAR China),St. Lucia,Visa Free
PASSe536cb,Macao (SAR China),St. Maarten,Visa Free
PASSec8226,Macao (SAR China),St. Vincent and the Grenadines,Visa Free
PASScd9500,Macao (SAR China),Sudan,Visa Required
PASSaf96be,Macao (SAR China),Suriname,Visa Free
PASS56aa29,Macao (SAR China),Sweden,Visa Free
PASS75164b,Macao (SAR China),Switzerland,Visa Free
PASSa52dac,Macao (SAR China),Syria,Visa Required
PASS90b3c8,Macao (SAR China),Taiwan (Chinese Taipei),Visa Free
PASS9f5482,Macao (SAR China),Tajikistan,Visa Required
PASS8042d3,Macao (SAR China),Tanzania,Visa Free
PASSa0a974,Macao (SAR China),Thailand,Visa Free
PASSd047d4,Macao (SAR China),The Gambia,Visa Required
PASS38d7ea,Macao (SAR China),Timor-Leste,Visa Free
PASS9a0fd4,Macao (SAR China),Togo,Visa Required
PASSc8d28e,Macao (SAR China),Tonga,Visa Free
PASS07def2,Macao (SAR China),Trinidad and Tobago,Visa Required
PASS385b70,Macao (SAR China),Tunisia,Visa Required
PASSda2ee4,Macao (SAR China),Turkmenistan,Visa Required
PASS874770,Macao (SAR China),Turks and Caicos Islands,Visa Required
PASS320246,Macao (SAR China),Tuvalu,Visa Free
PASSbb3cb7,Macao (SAR China),Türkiye,Visa Free
PASS058ae8,Macao (SAR China),US Virgin Islands,Visa Required
PASSc03c59,Macao (SAR China),Uganda,Visa Required
PASSe56f37,Macao (SAR China),Ukraine,Visa Required
PASSf3ce62,Macao (SAR China),United Arab Emirates,Visa Required
PASSd29f4c,Macao (SAR China),United Kingdom,Visa Free
PASS2452e8,Macao (SAR China),United States,Visa Required
PASSe0d58b,Macao (SAR China),Uruguay,Visa Free
PASS628793,Macao (SAR China),Uzbekistan,Visa Free
PASS1fb5b2,Macao (SAR China),Vanuatu,Visa Free
PASS23c3c7,Macao (SAR China),Vatican City,Visa Free
PASS1a525d,Macao (SAR China),Venezuela,Visa Required
PASSe0a408,Macao (SAR China),Vietnam,Visa Required
PASS9c8602,Macao (SAR China),Yemen,Visa Required
PASS0d3ace,Macao (SAR China),Zambia,Visa Required
PASSbbba23,Macao (SAR China),Zimbabwe,Visa Free
PASSf5a363,Macao (SAR China),eSwatini,Visa Required
PASS3b9062,Madagascar,Afghanistan,Visa Required
PASSae8f6c,Madagascar,Albania,Visa Required
PASS055a88,Madagascar,Algeria,Visa Required
PASS70d845,Madagascar,American Samoa,Visa Required
PASS6afac5,Madagascar,Andorra,Visa Required
PASSb53879,Madagascar,Angola,Visa Free
PASS6f34f6,Madagascar,Anguilla,Visa Required
PASS49d9c1,Madagascar,Antigua and Barbuda,Visa Required
PASS15ead9,Madagascar,Argentina,Visa Required
PASSe49af4,Madagascar,Armenia,Visa Required
PASS7c1d29,Madagascar,Aruba,Visa Required
PASSd23a93,Madagascar,Australia,Visa Required
PASS62a6cd,Madagascar,Austria,Visa Required
PASS5f1a0d,Madagascar,Azerbaijan,Visa Required
PASS8b461f,Madagascar,Bahamas,Visa Required
PASS34f66d,Madagascar,Bahrain,Visa Required
PASSa180ad,Madagascar,Bangladesh,Visa Free
PASSf8b100,Madagascar,Barbados,Visa Free
PASSdc01df,Madagascar,Belarus,Visa Required
PASSf604aa,Madagascar,Belgium,Visa Required
PASS5c6439,Madagascar,Belize,Visa Required
PASS862d68,Madagascar,Benin,Visa Free
PASSeaaa20,Madagascar,Bermuda,Visa Required
PASSb61032,Madagascar,Bhutan,Visa Required
PASS9be041,Madagascar,Bolivia,Visa Free
PASS5246b4,Madagascar,Bonaire; St. Eustatius and Saba,Visa Required
PASSea03df,Madagascar,Bosnia and Herzegovina,Visa Required
PASS950f82,Madagascar,Botswana,Visa Required
PASSfe18ab,Madagascar,Brazil,Visa Required
PASS9ddd12,Madagascar,British Virgin Islands,Visa Required
PASSa52b79,Madagascar,Brunei,Visa Required
PASS46b277,Madagascar,Bulgaria,Visa Required
PASS17e6a1,Madagascar,Burkina Faso,Visa Required
PASSca1932,Madagascar,Burundi,Visa Free
PASS589b56,Madagascar,Cambodia,Visa Free
PASS31e0ab,Madagascar,Cameroon,Visa Required
PASS99d8aa,Madagascar,Canada,Visa Required
PASS9e6b85,Madagascar,Cape Verde Islands,Visa Free
PASS7dd5d3,Madagascar,Cayman Islands,Visa Required
PASS20b42e,Madagascar,Central African Republic,Visa Required
PASSc99aa6,Madagascar,Chad,Visa Required
PASSc50d13,Madagascar,Chile,Visa Required
PASS58d1ec,Madagascar,China,Visa Required
PASS85ac1a,Madagascar,Colombia,Visa Required
PASS93fc1c,Madagascar,Comoro Islands,Visa Free
PASS1f073d,Madagascar,Congo (Dem. Rep.),Visa Required
PASSd5dc1d,Madagascar,Congo (Rep.),Visa Required
PASSa31b0a,Madagascar,Cook Islands,Visa Free
PASS43d6ad,Madagascar,Costa Rica,Visa Required
PASSb7c725,Madagascar,Cote d'Ivoire,Visa Required
PASSe31880,Madagascar,Croatia,Visa Required
PASSdec521,Madagascar,Cuba,Visa Required
PASS0607ba,Madagascar,Curacao,Visa Required
PASS68ba2c,Madagascar,Cyprus,Visa Required
PASS2da3a6,Madagascar,Czechia,Visa Required
PASSeb2147,Madagascar,Denmark,Visa Required
PASSf9b542,Madagascar,Djibouti,Visa Free
PASS884e1e,Madagascar,Dominica,Visa Free
PASScc2e37,Madagascar,Dominican Republic,Visa Required
PASSd4ad36,Madagascar,Ecuador,Visa Free
PASS3d501c,Madagascar,Egypt,Visa Required
PASSf70b90,Madagascar,El Salvador,Visa Free
PASS3ef3fc,Madagascar,Equatorial Guinea,Visa Required
PASS8dd6fc,Madagascar,Eritrea,Visa Required
PASSaaa5c2,Madagascar,Estonia,Visa Required
PASS49b0c2,Madagascar,Ethiopia,Visa Free
PASS01b97c,Madagascar,Falkland Islands,Visa Required
PASS66a338,Madagascar,Faroe Islands,Visa Required
PASS74eeaf,Madagascar,Fiji,Visa Required
PASS7b3840,Madagascar,Finland,Visa Required
PASS52f6b2,Madagascar,France,Visa Required
PASS928cf8,Madagascar,French Guiana,Visa Required
PASS27d2d5,Madagascar,French Polynesia,Visa Required
PASS8cc6de,Madagascar,French West Indies,Visa Required
PASS351a91,Madagascar,Gabon,Visa Required
PASS6b0229,Madagascar,Georgia,Visa Required
PASSf99a7d,Madagascar,Germany,Visa Required
PASSb3553b,Madagascar,Ghana,Visa Free
PASS10f1c3,Madagascar,Gibraltar,Visa Required
PASS0ddfb2,Madagascar,Greece,Visa Required
PASSc2b2df,Madagascar,Greenland,Visa Required
PASSadc745,Madagascar,Grenada,Visa Required
PASScecbbb,Madagascar,Guam,Visa Required
PASSabc4bd,Madagascar,Guatemala,Visa Free
PASS6999c3,Madagascar,Guinea,Visa Required
PASS3c02eb,Madagascar,Guinea-Bissau,Visa Free
PASSd44479,Madagascar,Guyana,Visa Required
