history_id,user_id,flight_id,city,country,issued_passport,visa_required,flight_dep,flight_arr,length_of_stay,restaurants,hotels
HISTf420a574,USERe711418e,FLY65907d,Dubai,United Arab Emirates,Nauru,Visa Free,Chittagong,Dubai,8,"['RESTO879f0f', 'RESTO64fcf0', 'RESTOd4a290', 'RESTO588994', 'RESTOd65a0c', 'RESTO8b1c60', 'RESTObe3105', 'RESTOcf3e0c', 'RESTO301769', 'RESTO3e2212', 'RESTO2fc452', 'RESTO3ecf6c', 'RESTOc811dd', 'RESTO91daaa', 'RESTO265fd6', 'RESTO4b852f', 'RESTO19112a', 'RESTO157846', 'RESTOeaf22e', 'RESTO82af76']","['HOT321e12', 'HOTe2489d']"
HIST68e66f7e,USER237c578a,FLYa7a6db,Istanbul,Türkiye,Bangladesh,Visa Required,Chittagong,Istanbul,13,[],"['HOT729339', 'HOT7356a8', 'HOT7e45e9', 'HOT52ca85']"
HISTb46f628d,USER8db95da6,FLY5fea66,Dubai,United Arab Emirates,Ukraine,Visa Free,Sylhet Osmani,Dubai,4,"['RESTOd65a0c', 'RESTOd4a290', 'RESTO157846', 'RESTO265fd6', 'RESTO2fc452', 'RESTO64fcf0', 'RESTO8b1c60', 'RESTO91daaa', 'RESTO82af76', 'RESTO3ecf6c', 'RESTObe3105', 'RESTOeaf22e']",['HOT9c79bf']
HISTd6a6d2da,USER729e265e,FLY2803c5,London,United Kingdom,Spain,Visa Free,Saidpur,London,8,"['RESTOfeb448', 'RESTO3c208c', 'RESTO78189b', 'RESTO8d65c2', 'RESTO82e2a6', 'RESTO15602c', 'RESTO33b6b9', 'RESTO03b7b2', 'RESTOe1162d', 'RESTO0d36de', 'RESTOc0b4cb', 'RESTO0d4f52', 'RESTO1ac4e3', 'RESTO1d0984', 'RESTO6bc0e3', 'RESTO8a18c6']","['HOT36c006', 'HOTc87b68']"
HIST25bbb218,USER211814c8,FLYe6726a,London,United Kingdom,Netherlands,Visa Free,Cox's Bazar,London,10,"['RESTO15602c', 'RESTO6bc0e3', 'RESTO78189b', 'RESTO0d4f52', 'RESTO0d36de', 'RESTOcd6e90', 'RESTO82e2a6', 'RESTO3c208c', 'RESTO8a18c6', 'RESTOfeb448', 'RESTO006c0c', 'RESTO1d0984', 'RESTO1ac4e3', 'RESTO33b6b9', 'RESTO6f47a9', 'RESTOb9a21a', 'RESTO03b7b2', 'RESTOc0b4cb', 'RESTOe1162d', 'RESTO8d65c2']","['HOT66d7f4', 'HOT8610df']"
HIST399125ff,USERf32a3c75,FLY5a6839,Dubai,United Arab Emirates,Bangladesh,Visa Required,Dhaka,Dubai,6,"['RESTOc811dd', 'RESTOd4a290', 'RESTO157846', 'RESTO265fd6', 'RESTO91daaa', 'RESTO8b1c60', 'RESTO588994', 'RESTO301769', 'RESTObe3105', 'RESTO879f0f', 'RESTO64fcf0', 'RESTO3e2212']","['HOT3eb17c', 'HOT13e0df']"
HISTa365bac7,USERe240d84c,FLYbd4e98,London,United Kingdom,Denmark,Visa Free,Saidpur,London,11,"['RESTO03b7b2', 'RESTO0d4f52', 'RESTO15602c', 'RESTOfeb448', 'RESTO8d65c2', 'RESTO3c208c', 'RESTO6bc0e3', 'RESTO1ac4e3', 'RESTO33b6b9', 'RESTO8a18c6', 'RESTOe1162d', 'RESTO6f47a9', 'RESTOb9a21a', 'RESTO78189b', 'RESTO1d0984', 'RESTO006c0c', 'RESTOc0b4cb', 'RESTO82e2a6', 'RESTO0d36de', 'RESTOcd6e90']","['HOTb2e9ff', 'HOTcbe623', 'HOT843998']"
HISTc5fab554,USERea2a47ee,FLY5edf9c,Istanbul,Türkiye,Bangladesh,Visa Required,Cox's Bazar,Istanbul,8,[],"['HOT654071', 'HOTcbf2d4']"
HISTc5ae2eab,USER12c57c25,FLY6e45c3,Dubai,United Arab Emirates,Morocco,Visa Required,Barisal,Dubai,6,"['RESTOd65a0c', 'RESTO4b852f', 'RESTO3e2212', 'RESTO588994', 'RESTO8b1c60', 'RESTO64fcf0', 'RESTOc811dd', 'RESTO19112a', 'RESTObe3105', 'RESTO157846', 'RESTOcf3e0c', 'RESTO82af76']","['HOT179af9', 'HOTcb8aea']"
HIST08a78030,USERd7029294,FLY435a57,London,United Kingdom,France,Visa Free,Rajshahi,London,12,"['RESTO0d36de', 'RESTO8d65c2', 'RESTO3c208c', 'RESTO6bc0e3', 'RESTOcd6e90', 'RESTO1ac4e3', 'RESTOc0b4cb', 'RESTO33b6b9', 'RESTO006c0c', 'RESTO03b7b2', 'RESTO82e2a6', 'RESTO0d4f52', 'RESTO15602c', 'RESTO8a18c6', 'RESTOe1162d', 'RESTOfeb448', 'RESTO1d0984', 'RESTOb9a21a', 'RESTO78189b', 'RESTO6f47a9']","['HOT31d525', 'HOTb2e9ff', 'HOT8031c6', 'HOTf6d432']"
HISTb75698d0,USERb9abbf10,FLYcee792,Dubai,United Arab Emirates,Slovakia,Visa Free,Cox's Bazar,Dubai,4,"['RESTO3e2212', 'RESTO19112a', 'RESTO265fd6', 'RESTOd65a0c', 'RESTO3ecf6c', 'RESTOd4a290', 'RESTO4b852f', 'RESTO2fc452', 'RESTO301769', 'RESTO64fcf0', 'RESTOeaf22e', 'RESTOcf3e0c']",['HOTcb8aea']
HIST6438b1fa,USERcb889026,FLY122df7,London,United Kingdom,Barbados,Visa Free,Dhaka,London,6,"['RESTO6f47a9', 'RESTOb9a21a', 'RESTO1d0984', 'RESTO03b7b2', 'RESTO0d36de', 'RESTO15602c', 'RESTO3c208c', 'RESTOc0b4cb', 'RESTOfeb448', 'RESTO8a18c6', 'RESTO82e2a6', 'RESTO006c0c']",['HOT3915d1']
HIST8da13ea7,USER12c57c25,FLYfa1810,Istanbul,Türkiye,Morocco,Visa Free,Barisal,Istanbul,6,[],['HOT52ca85']
HIST8362399e,USER05cd49d3,FLY147a6f,London,United Kingdom,Bangladesh,Visa Required,Saidpur,London,13,"['RESTO0d4f52', 'RESTO006c0c', 'RESTO82e2a6', 'RESTOfeb448', 'RESTOcd6e90', 'RESTOb9a21a', 'RESTO8a18c6', 'RESTO03b7b2', 'RESTO8d65c2', 'RESTO1d0984', 'RESTO15602c', 'RESTO1ac4e3', 'RESTOc0b4cb', 'RESTO33b6b9', 'RESTO78189b', 'RESTOe1162d', 'RESTO6f47a9', 'RESTO3c208c', 'RESTO0d36de', 'RESTO6bc0e3']","['HOT8610df', 'HOT46c53d', 'HOTe17fc0']"
HIST57a58622,USER1b8cf794,FLY9ad51d,London,United Kingdom,Algeria,Visa Required,Rajshahi,London,12,"['RESTO0d36de', 'RESTO03b7b2', 'RESTOfeb448', 'RESTO1ac4e3', 'RESTO33b6b9', 'RESTO82e2a6', 'RESTOcd6e90', 'RESTO78189b', 'RESTO8a18c6', 'RESTO3c208c', 'RESTOe1162d', 'RESTO1d0984', 'RESTO8d65c2', 'RESTO006c0c', 'RESTO15602c', 'RESTO6bc0e3', 'RESTOb9a21a', 'RESTO0d4f52', 'RESTO6f47a9', 'RESTOc0b4cb']","['HOT8031c6', 'HOTdf7676', 'HOTcbe623']"
HISTf4897788,USERec8b9287,FLYd7692c,New York,United States,Guatemala,Visa Required,Barisal,New York,3,[],[]
HIST7f32c1fb,USERe5c2319c,FLYdc74cb,London,United Kingdom,Tunisia,Visa Required,Sylhet Osmani,London,6,"['RESTO3c208c', 'RESTOcd6e90', 'RESTO6bc0e3', 'RESTO0d36de', 'RESTO1d0984', 'RESTO8a18c6', 'RESTOfeb448', 'RESTOb9a21a', 'RESTO03b7b2', 'RESTO15602c', 'RESTO6f47a9', 'RESTO8d65c2']","['HOT36c006', 'HOTe17fc0']"
HIST37d4a0f1,USER13c54562,FLYe6f5a4,New York,United States,Nigeria,Visa Required,Rajshahi,New York,7,[],[]
HIST3372c3e7,USERcdddb6ab,FLY8f45c2,New York,United States,Georgia,Visa Required,Saidpur,New York,10,[],[]
HISTa70acee7,USER8db95da6,FLY6fcf83,Dubai,United Arab Emirates,Ukraine,Visa Free,Sylhet Osmani,Dubai,11,"['RESTObe3105', 'RESTO2fc452', 'RESTO301769', 'RESTO64fcf0', 'RESTO8b1c60', 'RESTO157846', 'RESTO3ecf6c', 'RESTO4b852f', 'RESTOeaf22e', 'RESTO879f0f', 'RESTOcf3e0c', 'RESTO82af76', 'RESTOd4a290', 'RESTO3e2212', 'RESTO588994', 'RESTO91daaa', 'RESTO265fd6', 'RESTO19112a', 'RESTOc811dd', 'RESTOd65a0c']","['HOTe5da72', 'HOT5e4192']"
HISTc5a87fdb,USERea2a47ee,FLY657570,New York,United States,Bangladesh,Visa Required,Cox's Bazar,New York,4,[],[]
HISTc7bb9d56,USERe00eb003,FLYb61b33,Istanbul,Türkiye,Bangladesh,Visa Required,Sylhet Osmani,Istanbul,11,[],"['HOTa97f28', 'HOT46ddb2', 'HOT7fc258']"
HIST122af10a,USERe240d84c,FLY4c95fd,New York,United States,Denmark,Visa Free,Saidpur,New York,8,[],[]
HIST85a311d8,USER68f49965,FLY5ed42d,London,United Kingdom,Bangladesh,Visa Required,Barisal,London,5,"['RESTOc0b4cb', 'RESTO82e2a6', 'RESTO15602c', 'RESTO6bc0e3', 'RESTO0d4f52', 'RESTO8d65c2', 'RESTO78189b', 'RESTOcd6e90', 'RESTO8a18c6', 'RESTO1d0984']",['HOTb6818d']
HIST40318a6c,USER8c2cbf42,FLY9f08aa,New York,United States,Bangladesh,Visa Required,Barisal,New York,3,[],[]
HIST04893dc3,USER8db95da6,FLY20c4a6,Dubai,United Arab Emirates,Ukraine,Visa Free,Sylhet Osmani,Dubai,7,"['RESTObe3105', 'RESTO91daaa', 'RESTO301769', 'RESTO8b1c60', 'RESTO3ecf6c', 'RESTOd4a290', 'RESTO879f0f', 'RESTO2fc452', 'RESTO265fd6', 'RESTOcf3e0c', 'RESTO82af76', 'RESTOc811dd', 'RESTO19112a', 'RESTO157846']",['HOT321e12']
HISTfa0e0c37,USER5e2ac19f,FLYcbe29e,London,United Kingdom,Bangladesh,Visa Required,Jessore,London,3,"['RESTO78189b', 'RESTO0d36de', 'RESTOcd6e90', 'RESTO3c208c', 'RESTOb9a21a', 'RESTO1d0984']",['HOT8610df']
HISTcbea75f1,USERbcd274c7,FLYe309ae,New York,United States,Croatia,Visa Free,Cox's Bazar,New York,6,[],[]
HIST1a7ce4e8,USERbcd274c7,FLYfab020,London,United Kingdom,Croatia,Visa Free,Cox's Bazar,London,5,"['RESTOe1162d', 'RESTOcd6e90', 'RESTO78189b', 'RESTOfeb448', 'RESTO33b6b9', 'RESTO82e2a6', 'RESTOb9a21a', 'RESTO3c208c', 'RESTO6f47a9', 'RESTO1ac4e3']",['HOT843998']
HISTd0ce04be,USER2d927d4b,FLY11e999,Dubai,United Arab Emirates,Bangladesh,Visa Required,Dhaka,Dubai,11,"['RESTO91daaa', 'RESTO265fd6', 'RESTO3e2212', 'RESTO301769', 'RESTO82af76', 'RESTObe3105', 'RESTOcf3e0c', 'RESTOd65a0c', 'RESTO2fc452', 'RESTO8b1c60', 'RESTO157846', 'RESTO879f0f', 'RESTOd4a290', 'RESTOc811dd', 'RESTOeaf22e', 'RESTO4b852f', 'RESTO19112a', 'RESTO64fcf0', 'RESTO588994', 'RESTO3ecf6c']","['HOT3eb17c', 'HOTe2489d']"
HISTde32f934,USER2af65438,FLY25ce81,Dubai,United Arab Emirates,Bangladesh,Visa Required,Cox's Bazar,Dubai,11,"['RESTOc811dd', 'RESTOd65a0c', 'RESTO8b1c60', 'RESTO4b852f', 'RESTO91daaa', 'RESTO82af76', 'RESTO2fc452', 'RESTO265fd6', 'RESTO157846', 'RESTO588994', 'RESTO3e2212', 'RESTO19112a', 'RESTOd4a290', 'RESTO3ecf6c', 'RESTOcf3e0c', 'RESTO64fcf0', 'RESTO879f0f', 'RESTO301769', 'RESTObe3105', 'RESTOeaf22e']","['HOT3fb1cd', 'HOT5e4192']"
HIST273b554c,USER7fd57a21,FLYc8b651,Dubai,United Arab Emirates,Bangladesh,Visa Required,Saidpur,Dubai,5,"['RESTOeaf22e', 'RESTO2fc452', 'RESTOc811dd', 'RESTO3e2212', 'RESTO82af76', 'RESTO879f0f', 'RESTOd4a290', 'RESTO265fd6', 'RESTO588994', 'RESTObe3105']",['HOTe2489d']
HISTf67c135a,USERcd47a9cf,FLY3cdaea,Dubai,United Arab Emirates,France,Visa Free,Cox's Bazar,Dubai,10,"['RESTO879f0f', 'RESTO3ecf6c', 'RESTO301769', 'RESTOeaf22e', 'RESTO64fcf0', 'RESTO3e2212', 'RESTO157846', 'RESTOcf3e0c', 'RESTO82af76', 'RESTO588994', 'RESTO265fd6', 'RESTO19112a', 'RESTO2fc452', 'RESTOd4a290', 'RESTO8b1c60', 'RESTObe3105', 'RESTOc811dd', 'RESTOd65a0c', 'RESTO4b852f', 'RESTO91daaa']","['HOTabff8f', 'HOTb66964', 'HOTd64b28']"
HIST4afc0d9c,USERc3b466b7,FLYda1c64,New York,United States,Suriname,Visa Required,Saidpur,New York,9,[],[]
HIST3a46d480,USER05cd49d3,FLY87866d,New York,United States,Bangladesh,Visa Required,Saidpur,New York,5,[],[]
HISTe9f1eba4,USER2325760f,FLYc8f527,London,United Kingdom,Bangladesh,Visa Required,Cox's Bazar,London,6,"['RESTO03b7b2', 'RESTOcd6e90', 'RESTO006c0c', 'RESTO3c208c', 'RESTO0d4f52', 'RESTO33b6b9', 'RESTO82e2a6', 'RESTO78189b', 'RESTO1ac4e3', 'RESTO1d0984', 'RESTOe1162d', 'RESTO6bc0e3', 'RESTOc0b4cb', 'RESTO8d65c2', 'RESTOb9a21a', 'RESTOfeb448', 'RESTO6f47a9', 'RESTO0d36de']","['HOT66d7f4', 'HOTb6818d']"
HIST125426ef,USER888a0c4b,FLYd80444,Dubai,United Arab Emirates,Malta,Visa Free,Saidpur,Dubai,5,"['RESTO3ecf6c', 'RESTO265fd6', 'RESTOcf3e0c', 'RESTO157846', 'RESTO19112a', 'RESTO3e2212', 'RESTO82af76', 'RESTO588994', 'RESTOd4a290', 'RESTO8b1c60', 'RESTO91daaa', 'RESTO301769', 'RESTO4b852f', 'RESTOd65a0c', 'RESTOc811dd']",['HOT3fb1cd']
HIST0aa5cf33,USER5878a09c,FLY020915,New York,United States,Bangladesh,Visa Required,Jessore,New York,5,[],[]
HIST34559226,USER6c4853fa,FLYe9761a,New York,United States,United Arab Emirates,Visa Required,Sylhet Osmani,New York,6,[],[]
HISTc5f64c4b,USER703dd288,FLY9babe0,London,United Kingdom,Malaysia,Visa Free,Cox's Bazar,London,13,"['RESTO6f47a9', 'RESTO33b6b9', 'RESTO03b7b2', 'RESTOc0b4cb', 'RESTOfeb448', 'RESTO1d0984', 'RESTO0d4f52', 'RESTO1ac4e3', 'RESTO8a18c6', 'RESTO3c208c', 'RESTO15602c', 'RESTOcd6e90', 'RESTO0d36de', 'RESTO6bc0e3', 'RESTO82e2a6', 'RESTO78189b', 'RESTO8d65c2', 'RESTOe1162d', 'RESTOb9a21a', 'RESTO006c0c']","['HOTdaa5c9', 'HOT36c006', 'HOT8610df']"
HIST3499e02e,USER68f49965,FLY172021,Dubai,United Arab Emirates,Bangladesh,Visa Required,Barisal,Dubai,6,"['RESTO879f0f', 'RESTO3ecf6c', 'RESTOc811dd', 'RESTO64fcf0', 'RESTO2fc452', 'RESTO19112a', 'RESTO157846', 'RESTOd65a0c', 'RESTO265fd6', 'RESTO8b1c60', 'RESTOcf3e0c', 'RESTO588994', 'RESTO82af76', 'RESTOeaf22e', 'RESTO3e2212', 'RESTO301769', 'RESTOd4a290', 'RESTO4b852f']","['HOTcb8aea', 'HOT9c79bf']"
HIST5d626e78,USER2ca67f98,FLY886633,London,United Kingdom,Liechtenstein,Visa Free,Chittagong,London,5,"['RESTO1d0984', 'RESTOcd6e90', 'RESTO8d65c2', 'RESTO0d4f52', 'RESTO03b7b2', 'RESTOfeb448', 'RESTO6f47a9', 'RESTO006c0c', 'RESTO33b6b9', 'RESTO3c208c']",['HOT31d525']
HIST9ce4c553,USER6bfc12c5,FLY92584b,New York,United States,Kenya,Visa Required,Barisal,New York,4,[],[]
HIST12056e7c,USER41fb0d03,FLYe9efb2,Dubai,United Arab Emirates,Bangladesh,Visa Required,Rajshahi,Dubai,5,"['RESTOcf3e0c', 'RESTO588994', 'RESTO157846', 'RESTO64fcf0', 'RESTO2fc452', 'RESTO4b852f', 'RESTOd4a290', 'RESTO879f0f', 'RESTO8b1c60', 'RESTO91daaa', 'RESTO19112a', 'RESTO3e2212', 'RESTOd65a0c', 'RESTOc811dd', 'RESTO82af76']",['HOT179af9']
HISTcd07a14f,USERe240d84c,FLY7959dd,Dubai,United Arab Emirates,Denmark,Visa Free,Saidpur,Dubai,11,"['RESTOd4a290', 'RESTO879f0f', 'RESTO265fd6', 'RESTO301769', 'RESTOc811dd', 'RESTO82af76', 'RESTOeaf22e', 'RESTO157846', 'RESTO3e2212', 'RESTO19112a', 'RESTO3ecf6c', 'RESTO588994', 'RESTO8b1c60', 'RESTOd65a0c', 'RESTObe3105', 'RESTO91daaa', 'RESTOcf3e0c', 'RESTO2fc452', 'RESTO64fcf0', 'RESTO4b852f']","['HOTe5da72', 'HOT9f31bc']"
HISTb272d964,USER210e15db,FLYc2bfef,London,United Kingdom,Jordan,Visa Required,Rajshahi,London,5,"['RESTO006c0c', 'RESTO3c208c', 'RESTOb9a21a', 'RESTO15602c', 'RESTO6f47a9', 'RESTO0d4f52', 'RESTO0d36de', 'RESTO1d0984', 'RESTOfeb448', 'RESTOcd6e90', 'RESTO78189b', 'RESTOe1162d', 'RESTO33b6b9', 'RESTO82e2a6', 'RESTOc0b4cb']",['HOT3915d1']
HIST0de03841,USERcd47a9cf,FLYb039f6,New York,United States,France,Visa Free,Cox's Bazar,New York,12,[],[]
HISTedfda92a,USER6e23b9a1,FLYfec393,London,United Kingdom,Bangladesh,Visa Required,Cox's Bazar,London,11,"['RESTO15602c', 'RESTOe1162d', 'RESTO1ac4e3', 'RESTOc0b4cb', 'RESTOfeb448', 'RESTO006c0c', 'RESTO8d65c2', 'RESTO3c208c', 'RESTO78189b', 'RESTOb9a21a', 'RESTO6bc0e3', 'RESTO8a18c6', 'RESTO6f47a9', 'RESTO03b7b2', 'RESTO0d4f52', 'RESTO0d36de', 'RESTO82e2a6', 'RESTO1d0984', 'RESTO33b6b9', 'RESTOcd6e90']","['HOT3915d1', 'HOTe17fc0', 'HOT843998']"
HISTaa4fe320,USERed09f2ba,FLYeb9527,London,United Kingdom,Belize,Visa Free,Rajshahi,London,13,"['RESTO8a18c6', 'RESTO0d36de', 'RESTO15602c', 'RESTO6f47a9', 'RESTOe1162d', 'RESTO78189b', 'RESTO1d0984', 'RESTO33b6b9', 'RESTO1ac4e3', 'RESTOc0b4cb', 'RESTOcd6e90', 'RESTO03b7b2', 'RESTO8d65c2', 'RESTOb9a21a', 'RESTO006c0c', 'RESTOfeb448', 'RESTO3c208c', 'RESTO6bc0e3', 'RESTO0d4f52', 'RESTO82e2a6']","['HOT08278d', 'HOTcbe623', 'HOT31d525']"
HISTe28418a5,USER5f5b1a37,FLY237b49,New York,United States,Bangladesh,Visa Required,Rajshahi,New York,8,[],[]
HIST55e7dbae,USER12c57c25,FLY6dabe7,New York,United States,Morocco,Visa Required,Barisal,New York,10,[],[]
HISTaee489bc,USER193e6e63,FLY747d83,Istanbul,Türkiye,Cambodia,Visa Required,Sylhet Osmani,Istanbul,13,[],"['HOTe48f8c', 'HOTcbf2d4', 'HOT0d761d', 'HOT81dfcb']"
HISTa4655770,USER2338e055,FLYf0527f,Dubai,United Arab Emirates,Bangladesh,Visa Required,Chittagong,Dubai,12,"['RESTO2fc452', 'RESTOd4a290', 'RESTO8b1c60', 'RESTO265fd6', 'RESTO19112a', 'RESTO82af76', 'RESTObe3105', 'RESTO301769', 'RESTOcf3e0c', 'RESTOd65a0c', 'RESTO91daaa', 'RESTO64fcf0', 'RESTO3e2212', 'RESTO4b852f', 'RESTO157846', 'RESTO3ecf6c', 'RESTOeaf22e', 'RESTO588994', 'RESTO879f0f', 'RESTOc811dd']","['HOTad404c', 'HOTa76daa', 'HOTb66964']"
HIST5c5c9782,USER273ddfdd,FLY3874ee,Istanbul,Türkiye,Estonia,Visa Free,Rajshahi,Istanbul,13,[],"['HOT7356a8', 'HOT0b9e7e', 'HOT46ddb2']"
HIST522ac213,USER2160d9b4,FLY6e45c3,Dubai,United Arab Emirates,Bangladesh,Visa Required,Barisal,Dubai,8,"['RESTO157846', 'RESTO879f0f', 'RESTO3ecf6c', 'RESTOeaf22e', 'RESTO19112a', 'RESTOd4a290', 'RESTO8b1c60', 'RESTO64fcf0', 'RESTOcf3e0c', 'RESTOd65a0c', 'RESTO2fc452', 'RESTObe3105', 'RESTO301769', 'RESTOc811dd', 'RESTO588994', 'RESTO82af76']","['HOTcb8aea', 'HOTe2489d']"
HISTea817c3c,USER24877d04,FLY0b4056,Dubai,United Arab Emirates,Nigeria,Visa Required,Dhaka,Dubai,6,"['RESTO8b1c60', 'RESTO588994', 'RESTO3e2212', 'RESTOd4a290', 'RESTObe3105', 'RESTO157846', 'RESTO879f0f', 'RESTO91daaa', 'RESTO19112a', 'RESTOeaf22e', 'RESTO82af76', 'RESTOc811dd']","['HOTad404c', 'HOTb74b93']"
HIST8e4a2008,USERee86f05e,FLY77c9fb,London,United Kingdom,Bangladesh,Visa Required,Dhaka,London,12,"['RESTO006c0c', 'RESTO0d4f52', 'RESTOc0b4cb', 'RESTO6f47a9', 'RESTO33b6b9', 'RESTO1d0984', 'RESTO1ac4e3', 'RESTOfeb448', 'RESTO8d65c2', 'RESTO8a18c6', 'RESTOcd6e90', 'RESTOb9a21a', 'RESTO03b7b2', 'RESTO3c208c', 'RESTO0d36de', 'RESTO6bc0e3', 'RESTO15602c', 'RESTO82e2a6', 'RESTOe1162d', 'RESTO78189b']","['HOT454946', 'HOT8031c6', 'HOT31d525', 'HOT46c53d']"
HIST5a1e8908,USER7c186e4d,FLYd63ae4,Istanbul,Türkiye,Bangladesh,Visa Required,Barisal,Istanbul,9,[],"['HOT52ca85', 'HOT48b258', 'HOT0b9e7e']"
HISTe2a66f02,USER2ee53ade,FLYa19cc3,Istanbul,Türkiye,Bangladesh,Visa Required,Chittagong,Istanbul,10,[],"['HOT654071', 'HOT2b4c5c', 'HOT7d7b83']"
HIST08f8d600,USER13c54562,FLY362e6c,London,United Kingdom,Nigeria,Visa Required,Rajshahi,London,5,"['RESTO1d0984', 'RESTO33b6b9', 'RESTO6bc0e3', 'RESTO8a18c6', 'RESTOc0b4cb', 'RESTOe1162d', 'RESTO82e2a6', 'RESTO3c208c', 'RESTOfeb448', 'RESTO78189b']",['HOT93b5d6']
HIST1e94d577,USER17613028,FLYa41664,Istanbul,Türkiye,Bangladesh,Visa Required,Rajshahi,Istanbul,14,[],"['HOT52ca85', 'HOT7d7b83', 'HOT2b4c5c']"
HIST1de92446,USER8a3e112a,FLY8e3886,London,United Kingdom,Finland,Visa Free,Dhaka,London,8,"['RESTO33b6b9', 'RESTO3c208c', 'RESTO15602c', 'RESTO0d36de', 'RESTO8d65c2', 'RESTO8a18c6', 'RESTO03b7b2', 'RESTO6f47a9', 'RESTO6bc0e3', 'RESTOcd6e90', 'RESTO006c0c', 'RESTOfeb448', 'RESTO1ac4e3', 'RESTOc0b4cb', 'RESTOe1162d', 'RESTO0d4f52']","['HOT843998', 'HOTf6d432']"
HISTec424754,USER2d18eeea,FLY30aecf,Dubai,United Arab Emirates,Bangladesh,Visa Required,Jessore,Dubai,10,"['RESTO82af76', 'RESTO3e2212', 'RESTO3ecf6c', 'RESTOc811dd', 'RESTO64fcf0', 'RESTO4b852f', 'RESTO19112a', 'RESTO588994', 'RESTOeaf22e', 'RESTOd4a290', 'RESTO879f0f', 'RESTOd65a0c', 'RESTOcf3e0c', 'RESTObe3105', 'RESTO157846', 'RESTO2fc452', 'RESTO265fd6', 'RESTO8b1c60', 'RESTO301769', 'RESTO91daaa']","['HOT3fb1cd', 'HOTad404c']"
HIST69742491,USER05cd49d3,FLY39feb6,London,United Kingdom,Bangladesh,Visa Required,Saidpur,London,14,"['RESTOfeb448', 'RESTO15602c', 'RESTO006c0c', 'RESTO8a18c6', 'RESTOe1162d', 'RESTOc0b4cb', 'RESTO3c208c', 'RESTO8d65c2', 'RESTO0d4f52', 'RESTO1ac4e3', 'RESTO6f47a9', 'RESTOb9a21a', 'RESTO6bc0e3', 'RESTOcd6e90', 'RESTO78189b', 'RESTO03b7b2', 'RESTO0d36de', 'RESTO1d0984', 'RESTO82e2a6', 'RESTO33b6b9']","['HOT78365a', 'HOTdf7676', 'HOTb6818d']"
HIST5d02ed54,USER61e31009,FLYdeb602,London,United Kingdom,Iraq,Visa Required,Cox's Bazar,London,10,"['RESTOe1162d', 'RESTO03b7b2', 'RESTO1d0984', 'RESTOb9a21a', 'RESTO006c0c', 'RESTO8d65c2', 'RESTO6f47a9', 'RESTO6bc0e3', 'RESTO0d4f52', 'RESTO82e2a6', 'RESTO78189b', 'RESTOcd6e90', 'RESTO15602c', 'RESTO1ac4e3', 'RESTO8a18c6', 'RESTO33b6b9', 'RESTOfeb448', 'RESTO3c208c', 'RESTO0d36de', 'RESTOc0b4cb']","['HOT36c006', 'HOTe17fc0']"
HISTfd5a20b0,USER8cbd6669,FLY493fb1,London,United Kingdom,Dominican Republic,Visa Required,Jessore,London,11,"['RESTOcd6e90', 'RESTOfeb448', 'RESTO1ac4e3', 'RESTO1d0984', 'RESTO15602c', 'RESTOb9a21a', 'RESTO78189b', 'RESTO6f47a9', 'RESTO0d36de', 'RESTO82e2a6', 'RESTO3c208c', 'RESTO6bc0e3', 'RESTO006c0c', 'RESTO8d65c2', 'RESTOc0b4cb', 'RESTO0d4f52', 'RESTOe1162d', 'RESTO03b7b2', 'RESTO8a18c6', 'RESTO33b6b9']","['HOT280fd9', 'HOTbdde71', 'HOTb2e9ff']"
HISTeab17e14,USER98711153,FLYe72c4e,New York,United States,Barbados,Visa Required,Rajshahi,New York,12,[],[]
HISTf78f6d8d,USER96d4bb36,FLY58445d,London,United Kingdom,Latvia,Visa Free,Jessore,London,8,"['RESTOe1162d', 'RESTO15602c', 'RESTO33b6b9', 'RESTO82e2a6', 'RESTOfeb448', 'RESTO78189b', 'RESTO0d4f52', 'RESTOcd6e90', 'RESTO1ac4e3', 'RESTO8a18c6', 'RESTO6f47a9', 'RESTO03b7b2', 'RESTO006c0c', 'RESTOb9a21a', 'RESTO0d36de', 'RESTO6bc0e3']","['HOT91a871', 'HOTc87b68']"
HISTbc8f392e,USERfbb18786,FLYdd56ba,London,United Kingdom,Bhutan,Visa Required,Dhaka,London,13,"['RESTO78189b', 'RESTO3c208c', 'RESTO15602c', 'RESTO6bc0e3', 'RESTO006c0c', 'RESTO1d0984', 'RESTO6f47a9', 'RESTO0d36de', 'RESTOe1162d', 'RESTOfeb448', 'RESTO03b7b2', 'RESTO0d4f52', 'RESTO82e2a6', 'RESTO8d65c2', 'RESTOcd6e90', 'RESTO1ac4e3', 'RESTO8a18c6', 'RESTOb9a21a', 'RESTOc0b4cb', 'RESTO33b6b9']","['HOTdf7676', 'HOTdaa5c9', 'HOT08278d', 'HOTb6818d']"
HIST2b579bb3,USER994d6f60,FLY0c1cd6,New York,United States,Bangladesh,Visa Required,Rajshahi,New York,10,[],[]
