flight_id,Airline,Departure Airport Code,Dep Airport Name,Arrival Airport Code,Arr Airport Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Seasonality,Days Before Departure,City Arr,Country Arr,City Dep,Country Dep,Base Fare (EUR),Tax & Surcharge (EUR),Total Fare (EUR)
FLYad463d,Air Arabia,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-08-08 16:59:00,2025-08-09 02:37:35,9.643111623313652,1 Stop,Boeing 777,First Class,Travel Agency,Regular,74,London,United Kingdom,Dhaka,Bangladesh,1388.4,259.26,1647.66
FLY54c223,AirAsia,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-08-28 00:20:00,2025-08-28 14:56:37,14.610427808893949,1 Stop,Airbus A350,First Class,Travel Agency,Regular,52,New York,United States,Barisal,Bangladesh,832.9,175.94,1008.84
FLYa300d7,Thai Airways,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-06-26 18:12:00,2025-06-27 07:24:26,13.2073882683053,1 Stop,Airbus A350,First Class,Online Website,Regular,80,New York,United States,Barisal,Bangladesh,1941.31,342.2,2283.51
FLYa6b833,Thai Airways,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-04-29 05:29:00,2025-04-29 09:39:12,4.170220317288203,Direct,Boeing 787,Business,Online Website,Regular,71,Dubai,United Arab Emirates,Cox's Bazar,Bangladesh,444.8,100.72,545.52
FLYe6cc49,Saudia,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-07-17 08:56:00,2025-07-17 14:45:34,5.826370366116939,1 Stop,Boeing 777,Economy,Direct Booking,Regular,53,Istanbul,Turkey,Rajshahi,Bangladesh,276.01,75.4,351.42
FLY2c0a47,Emirates,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-06-24 07:39:00,2025-06-24 14:12:15,6.55420048394283,1 Stop,Airbus A350,First Class,Direct Booking,Regular,78,Istanbul,Turkey,Sylhet Osmani,Bangladesh,1658.4,282.76,1941.16
FLY51cf8b,IndiGo,BZL,Barisal Airport,DXB,Dubai International Airport,2025-10-04 04:14:00,2025-10-04 08:25:59,4.199892950912998,Direct,Boeing 737,Economy,Online Website,Regular,17,Dubai,United Arab Emirates,Barisal,Bangladesh,544.12,115.62,659.74
FLYa52750,FlyDubai,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-07-07 03:38:00,2025-07-07 18:25:55,14.798699191482546,1 Stop,Airbus A350,First Class,Travel Agency,Regular,71,New York,United States,Rajshahi,Bangladesh,1840.85,327.13,2167.98
FLY65a305,Turkish Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-08-16 06:01:00,2025-08-16 12:21:06,6.3351907878379805,1 Stop,Airbus A350,Economy,Direct Booking,Regular,54,Istanbul,Turkey,Dhaka,Bangladesh,139.56,54.93,194.49
FLYe3ba2a,Saudia,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-08-31 05:30:00,2025-08-31 09:56:10,4.436336039067274,Direct,Boeing 737,Business,Online Website,Regular,8,Dubai,United Arab Emirates,Cox's Bazar,Bangladesh,714.18,141.13,855.31
FLY6e4f24,Turkish Airlines,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2026-02-19 20:35:00,2026-02-20 09:17:08,12.70245651653975,1 Stop,Airbus A350,First Class,Travel Agency,Winter Holidays,78,New York,United States,Jessore,Bangladesh,1487.1,274.06,1761.16
FLYac5b8a,US-Bangla Airlines,JSR,Jessore Airport,DXB,Dubai International Airport,2025-06-13 13:58:00,2025-06-13 17:36:59,3.649955471677544,Direct,Boeing 787,Business,Online Website,Regular,35,Dubai,United Arab Emirates,Jessore,Bangladesh,250.12,71.52,321.64
FLY336425,Air Astra,RJH,"Shah Makhdum Airport, Rajshahi",LHR,London Heathrow Airport,2025-04-02 05:53:00,2025-04-02 14:40:12,8.786758847632635,1 Stop,Boeing 777,Economy,Online Website,Eid,78,London,United Kingdom,Rajshahi,Bangladesh,430.01,115.5,545.51
FLY4cfbe6,IndiGo,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-11-12 22:04:00,2025-11-13 02:10:37,4.110281253936581,Direct,Boeing 787,First Class,Travel Agency,Regular,53,Dubai,United Arab Emirates,Sylhet Osmani,Bangladesh,566.99,119.05,686.04
FLY122b76,US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-12-19 20:36:00,2025-12-20 09:31:25,12.923656505118906,1 Stop,Boeing 777,First Class,Online Website,Winter Holidays,75,New York,United States,Rajshahi,Bangladesh,946.92,193.04,1139.96
FLY774cdc,Biman Bangladesh Airlines,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2026-01-04 16:38:00,2026-01-05 05:22:43,12.745328384107871,1 Stop,Airbus A350,Business,Online Website,Winter Holidays,49,New York,United States,Sylhet Osmani,Bangladesh,923.49,189.52,1113.02
FLY521263,Air India,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-12-23 05:06:00,2025-12-23 17:52:42,12.778336394973005,1 Stop,Boeing 777,Business,Travel Agency,Winter Holidays,30,New York,United States,Barisal,Bangladesh,411.49,112.72,524.21
FLY303162,Kuwait Airways,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-04-03 16:14:00,2025-04-04 06:00:25,13.773683986824476,1 Stop,Airbus A350,Business,Online Website,Regular,24,New York,United States,Chittagong,Bangladesh,215.83,83.37,299.2
FLYfa882d,US-Bangla Airlines,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-06-18 03:43:00,2025-06-18 17:17:16,13.571285422879017,1 Stop,Airbus A350,First Class,Online Website,Regular,12,New York,United States,Jessore,Bangladesh,1706.15,306.92,2013.07
FLYae2802,Lufthansa,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-05-25 11:54:00,2025-05-25 19:01:45,7.129442862898028,2 Stops,Boeing 777,Business,Travel Agency,Regular,57,Istanbul,Turkey,Dhaka,Bangladesh,521.83,112.27,634.1
FLYdd10fa,SriLankan Airlines,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-10-25 23:52:00,2025-10-26 12:52:10,13.002805538481102,1 Stop,Airbus A350,Economy,Online Website,Regular,33,New York,United States,Barisal,Bangladesh,451.86,118.78,570.64
FLY7bbaa7,Kuwait Airways,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-10-17 12:41:00,2025-10-18 02:45:41,14.078063611424591,2 Stops,Airbus A350,Economy,Direct Booking,Regular,36,New York,United States,Jessore,Bangladesh,144.11,72.62,216.73
FLY24983c,SriLankan Airlines,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-11-14 17:55:00,2025-11-15 03:37:15,9.704384716225563,1 Stop,Airbus A350,First Class,Online Website,Regular,89,London,United Kingdom,Chittagong,Bangladesh,966.84,196.03,1162.86
FLY3e88c5,Lufthansa,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-05-01 11:12:00,2025-05-02 02:12:14,15.004122191171806,1 Stop,Boeing 777,Business,Direct Booking,Regular,40,New York,United States,Sylhet Osmani,Bangladesh,135.82,71.37,207.2
FLY85afe6,Cathay Pacific,JSR,Jessore Airport,DXB,Dubai International Airport,2025-02-03 21:01:00,2025-02-04 01:06:48,4.0968483064959065,Direct,Boeing 737,Economy,Online Website,Regular,4,Dubai,United Arab Emirates,Jessore,Bangladesh,286.69,77.0,436.43
FLY73d818,Air India,CXB,Cox's Bazar Airport,IST,Istanbul Airport,2025-06-28 23:07:00,2025-06-29 06:27:36,7.343381392647922,1 Stop,Airbus A350,Business,Online Website,Regular,4,Istanbul,Turkey,Cox's Bazar,Bangladesh,641.67,130.25,926.3
FLYb2ec72,Etihad Airways,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-02-15 20:42:00,2025-02-16 10:33:56,13.865677642724767,1 Stop,Airbus A350,First Class,Travel Agency,Regular,7,New York,United States,Chittagong,Bangladesh,2535.15,431.27,2966.43
FLYcaae57,Biman Bangladesh Airlines,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-08-16 02:25:00,2025-08-16 17:40:37,15.26036573983006,1 Stop,Boeing 777,First Class,Direct Booking,Regular,4,New York,United States,Chittagong,Bangladesh,2285.61,393.84,3215.35
FLYeb5252,US-Bangla Airlines,CXB,Cox's Bazar Airport,JFK,"John F. Kennedy International Airport, New York",2025-07-14 14:12:00,2025-07-15 05:01:43,14.828669616451403,1 Stop,Airbus A350,Business,Direct Booking,Regular,86,New York,United States,Cox's Bazar,Bangladesh,829.58,175.44,1005.02
FLY8978a7,Lufthansa,BZL,Barisal Airport,LHR,London Heathrow Airport,2025-03-08 01:01:00,2025-03-08 10:35:34,9.576185371201644,2 Stops,Boeing 777,Economy,Travel Agency,Regular,17,London,United Kingdom,Barisal,Bangladesh,392.98,109.95,502.93
FLYc33b10,Thai Airways,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-12-03 08:54:00,2025-12-03 16:05:49,7.1971206481769565,2 Stops,Airbus A350,First Class,Direct Booking,Winter Holidays,59,Istanbul,Turkey,Sylhet Osmani,Bangladesh,284.91,76.74,361.65
FLYb3b4a5,Etihad Airways,JSR,Jessore Airport,DXB,Dubai International Airport,2025-09-01 19:49:00,2025-09-01 23:22:52,3.564554981675073,Direct,Boeing 787,First Class,Direct Booking,Regular,71,Dubai,United Arab Emirates,Jessore,Bangladesh,1760.84,298.13,2058.97
FLY445545,US-Bangla Airlines,JSR,Jessore Airport,DXB,Dubai International Airport,2025-04-29 12:51:00,2025-04-29 16:24:42,3.561833014537072,Direct,Boeing 787,Economy,Online Website,Regular,41,Dubai,United Arab Emirates,Jessore,Bangladesh,229.57,68.44,298.01
FLY146dde,Thai Airways,JSR,Jessore Airport,DXB,Dubai International Airport,2025-10-01 12:12:00,2025-10-01 16:07:04,3.918034636570391,Direct,Boeing 737,Economy,Online Website,Regular,33,Dubai,United Arab Emirates,Jessore,Bangladesh,278.53,75.78,354.31
FLY63e475,SriLankan Airlines,BZL,Barisal Airport,LHR,London Heathrow Airport,2025-03-18 10:59:00,2025-03-18 20:21:02,9.36747271771707,2 Stops,Airbus A350,Economy,Direct Booking,Regular,15,London,United Kingdom,Barisal,Bangladesh,233.4,86.01,319.41
FLY16409b,US-Bangla Airlines,BZL,Barisal Airport,DXB,Dubai International Airport,2025-12-16 00:04:00,2025-12-16 04:01:00,3.950101245038127,Direct,Boeing 737,First Class,Direct Booking,Winter Holidays,22,Dubai,United Arab Emirates,Barisal,Bangladesh,2162.27,358.34,2520.61
FLY07a421,Vistara,RJH,"Shah Makhdum Airport, Rajshahi",LHR,London Heathrow Airport,2025-06-05 20:59:00,2025-06-06 04:58:36,7.99339946632684,1 Stop,Boeing 777,Economy,Travel Agency,Hajj,4,London,United Kingdom,Rajshahi,Bangladesh,154.22,74.13,274.03
FLY3bffb1,Gulf Air,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-10-04 14:46:00,2025-10-05 03:47:49,13.030408163349756,1 Stop,Boeing 777,Economy,Direct Booking,Regular,69,New York,United States,Chittagong,Bangladesh,316.64,98.5,415.14
FLY966a74,Qatar Airways,JSR,Jessore Airport,DXB,Dubai International Airport,2026-02-09 08:56:00,2026-02-09 12:43:05,3.7849534648597873,Direct,Boeing 737,Business,Online Website,Winter Holidays,56,Dubai,United Arab Emirates,Jessore,Bangladesh,729.47,143.42,872.89
FLY32c609,Thai Airways,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-11-24 14:09:00,2025-11-24 18:12:38,4.060557883141897,Direct,Boeing 737,Business,Online Website,Regular,25,Dubai,United Arab Emirates,Cox's Bazar,Bangladesh,764.6,148.69,913.29
FLY99d2d5,Gulf Air,SPD,Saidpur Airport,IST,Istanbul Airport,2026-01-09 12:03:00,2026-01-09 17:59:02,5.9340872624994745,2 Stops,Boeing 777,Economy,Travel Agency,Winter Holidays,35,Istanbul,Turkey,Saidpur,Bangladesh,317.39,81.61,398.99
FLYdc3495,Air Astra,JSR,Jessore Airport,DXB,Dubai International Airport,2025-04-12 11:40:00,2025-04-12 15:09:42,3.495174772903958,Direct,Boeing 737,Economy,Direct Booking,Regular,15,Dubai,United Arab Emirates,Jessore,Bangladesh,495.07,108.26,603.33
FLYbe2f29,Air India,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-11-13 02:14:00,2025-11-13 08:16:55,6.048820949819354,1 Stop,Boeing 777,Economy,Travel Agency,Regular,32,Istanbul,Turkey,Sylhet Osmani,Bangladesh,472.54,104.88,577.43
FLY78c071,Etihad Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2026-01-27 15:59:00,2026-01-28 00:47:13,8.803733523627894,1 Stop,Boeing 777,First Class,Travel Agency,Winter Holidays,30,London,United Kingdom,Dhaka,Bangladesh,1803.25,321.49,2124.73
FLY28bfdc,Thai Airways,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-04-11 02:34:00,2025-04-11 16:15:55,13.698647101947351,1 Stop,Airbus A350,Economy,Direct Booking,Regular,50,New York,United States,Jessore,Bangladesh,179.11,77.87,256.98
FLY75480d,Saudia,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-04-24 14:50:00,2025-04-25 04:34:42,13.745031484203222,1 Stop,Boeing 777,Business,Travel Agency,Regular,80,New York,United States,Barisal,Bangladesh,690.41,154.56,844.97
FLYe0ea31,Qatar Airways,CXB,Cox's Bazar Airport,IST,Istanbul Airport,2025-07-30 00:50:00,2025-07-30 08:08:46,7.312932131051538,2 Stops,Airbus A350,First Class,Travel Agency,Regular,63,Istanbul,Turkey,Cox's Bazar,Bangladesh,1070.55,194.58,1265.13
FLY6dde7e,FlyDubai,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-05-05 21:52:00,2025-05-06 04:05:22,6.222870797084248,2 Stops,Airbus A350,Business,Online Website,Regular,8,Istanbul,Turkey,Rajshahi,Bangladesh,715.87,141.38,857.25
FLY08206d,Emirates,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-07-23 03:33:00,2025-07-23 07:42:22,4.15630021690252,Direct,Boeing 787,Economy,Travel Agency,Regular,39,Dubai,United Arab Emirates,Chittagong,Bangladesh,361.4,88.21,449.61
FLYa30926,SriLankan Airlines,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-12-29 00:12:00,2025-12-29 04:39:55,4.465469661171503,Direct,Boeing 787,Economy,Travel Agency,Winter Holidays,78,Dubai,United Arab Emirates,Sylhet Osmani,Bangladesh,58.46,42.77,101.23
FLY57bc5f,Air Astra,BZL,Barisal Airport,IST,Istanbul Airport,2025-03-25 22:32:00,2025-03-26 04:36:47,6.079832787321874,1 Stop,Airbus A350,Economy,Online Website,Regular,58,Istanbul,Turkey,Barisal,Bangladesh,235.81,69.37,305.18
FLY7c0aac,Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-10-29 12:28:00,2025-10-30 02:42:52,14.247901744083189,1 Stop,Boeing 777,First Class,Online Website,Regular,58,New York,United States,Chittagong,Bangladesh,2087.25,364.09,2451.34
FLYf25247,Air Astra,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-06-18 11:05:00,2025-06-18 15:22:52,4.297822886858696,Direct,Boeing 737,Business,Online Website,Regular,78,Dubai,United Arab Emirates,Sylhet Osmani,Bangladesh,277.53,75.63,353.16
FLY122df7,Air Astra,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-04-07 12:00:00,2025-04-07 20:51:58,8.866318781100071,1 Stop,Boeing 777,First Class,Direct Booking,Regular,84,London,United Kingdom,Dhaka,Bangladesh,1050.0,208.5,1258.49
FLYb231e9,US-Bangla Airlines,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-11-03 05:08:00,2025-11-03 18:11:25,13.057088220519011,1 Stop,Boeing 777,Business,Online Website,Regular,47,New York,United States,Sylhet Osmani,Bangladesh,370.72,106.61,477.33
FLY8f9843,Singapore Airlines,CGP,"Shah Amanat International Airport, Chittagong",IST,Istanbul Airport,2025-06-28 19:06:00,2025-06-29 01:48:07,6.702034215364319,1 Stop,Airbus A350,First Class,Direct Booking,Regular,19,Istanbul,Turkey,Chittagong,Bangladesh,1266.15,223.92,1490.08
FLY52d03c,SriLankan Airlines,JSR,Jessore Airport,IST,Istanbul Airport,2025-03-15 13:41:00,2025-03-15 20:38:16,6.954510540872388,1 Stop,Airbus A350,First Class,Direct Booking,Regular,28,Istanbul,Turkey,Jessore,Bangladesh,1370.74,239.61,1610.35
FLYccff81,British Airways,CXB,Cox's Bazar Airport,IST,Istanbul Airport,2025-06-09 15:31:00,2025-06-09 22:51:53,7.34828469489274,1 Stop,Boeing 777,Business,Travel Agency,Regular,63,Istanbul,Turkey,Cox's Bazar,Bangladesh,756.25,147.44,903.68
FLYc3ae61,Vistara,BZL,Barisal Airport,LHR,London Heathrow Airport,2025-03-30 15:35:00,2025-03-30 23:48:03,8.217559645225622,1 Stop,Boeing 777,First Class,Online Website,Eid,51,London,United Kingdom,Barisal,Bangladesh,793.2,169.98,963.18
FLYf6ddd3,Gulf Air,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-01-12 00:14:00,2025-01-12 04:02:32,3.8088932586201936,Direct,Boeing 787,Business,Direct Booking,Regular,11,Dubai,United Arab Emirates,Sylhet Osmani,Bangladesh,190.83,62.62,253.46
FLYd5ca00,Air Arabia,JSR,Jessore Airport,DXB,Dubai International Airport,2025-11-29 01:43:00,2025-11-29 05:52:34,4.159488626185555,Direct,Boeing 787,First Class,Direct Booking,Regular,63,Dubai,United Arab Emirates,Jessore,Bangladesh,1533.55,264.03,1797.59
FLY26f9f6,Biman Bangladesh Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-07-12 00:35:00,2025-07-12 07:18:04,6.718055460373921,1 Stop,Boeing 777,Economy,Direct Booking,Regular,12,Istanbul,Turkey,Dhaka,Bangladesh,248.85,71.33,320.18
FLY874888,Vistara,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-04-23 19:57:00,2025-04-24 10:18:13,14.353756643904145,1 Stop,Boeing 777,Business,Travel Agency,Regular,21,New York,United States,Jessore,Bangladesh,261.59,90.24,351.83
FLYf4ff29,Etihad Airways,SPD,Saidpur Airport,IST,Istanbul Airport,2025-05-16 12:58:00,2025-05-16 19:15:40,6.294702791390156,1 Stop,Boeing 777,First Class,Travel Agency,Regular,83,Istanbul,Turkey,Saidpur,Bangladesh,1776.97,300.55,2077.52
FLYb0597d,Emirates,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-12-15 04:42:00,2025-12-15 19:46:07,15.068634167370028,1 Stop,Boeing 777,First Class,Direct Booking,Winter Holidays,73,New York,United States,Rajshahi,Bangladesh,2002.44,351.37,2353.8
FLYc5dd81,Vistara,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-06-09 12:34:00,2025-06-10 02:05:12,13.520050336040304,2 Stops,Boeing 777,Economy,Online Website,Regular,35,New York,United States,Chittagong,Bangladesh,262.15,90.32,352.48
FLYffff57,Saudia,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-02-20 13:34:00,2025-02-21 04:55:56,15.36568216966869,1 Stop,Airbus A350,Economy,Direct Booking,Regular,41,New York,United States,Barisal,Bangladesh,177.35,77.6,254.96
FLYa350ae,Air Astra,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-09-28 20:15:00,2025-09-29 11:19:34,15.076373708403182,1 Stop,Airbus A350,Business,Travel Agency,Regular,3,New York,United States,Saidpur,Bangladesh,1210.27,232.54,1731.38
FLY6b00db,Kuwait Airways,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-12-03 01:46:00,2025-12-03 05:57:30,4.191795732725562,Direct,Boeing 737,First Class,Direct Booking,Winter Holidays,6,Dubai,United Arab Emirates,Cox's Bazar,Bangladesh,743.94,145.59,889.53
FLYe0f8cf,Vistara,CXB,Cox's Bazar Airport,IST,Istanbul Airport,2025-10-26 03:37:00,2025-10-26 11:02:30,7.425041520936838,2 Stops,Boeing 777,Business,Travel Agency,Regular,21,Istanbul,Turkey,Cox's Bazar,Bangladesh,167.64,59.15,226.78
FLY9dba3a,NovoAir,CGP,"Shah Amanat International Airport, Chittagong",IST,Istanbul Airport,2025-08-19 21:35:00,2025-08-20 04:49:03,7.234221987465147,1 Stop,Airbus A350,Business,Travel Agency,Regular,20,Istanbul,Turkey,Chittagong,Bangladesh,238.84,69.83,308.66
FLY33217b,Vistara,ZYL,"Osmani International Airport, Sylhet",LHR,London Heathrow Airport,2026-01-07 11:34:00,2026-01-07 20:53:16,9.3213770275183,1 Stop,Airbus A350,Business,Online Website,Winter Holidays,38,London,United Kingdom,Sylhet Osmani,Bangladesh,1117.69,218.65,1336.35
FLY9da00e,Malaysian Airlines,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2025-06-23 06:25:00,2025-06-23 09:46:41,3.361594604147768,Direct,Boeing 787,Business,Online Website,Regular,11,Dubai,United Arab Emirates,Rajshahi,Bangladesh,826.85,158.03,984.88
FLYf5f775,Singapore Airlines,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-03-27 14:01:00,2025-03-28 05:23:23,15.373089803369632,2 Stops,Boeing 777,First Class,Online Website,Regular,1,New York,United States,Chittagong,Bangladesh,1457.0,269.55,2071.85
FLY2ed685,Turkish Airlines,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-06-05 05:43:00,2025-06-05 11:53:03,6.167524873611591,1 Stop,Boeing 777,First Class,Direct Booking,Hajj,1,Istanbul,Turkey,Sylhet Osmani,Bangladesh,3413.47,546.02,4751.39
FLYb64ff2,Malaysian Airlines,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-07-09 04:03:00,2025-07-09 18:03:21,14.005929570884962,1 Stop,Boeing 777,First Class,Direct Booking,Regular,21,New York,United States,Chittagong,Bangladesh,2277.97,392.7,2670.67
FLY71b341,Saudia,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-11-05 09:48:00,2025-11-06 00:38:28,14.841273008618469,1 Stop,Boeing 777,Economy,Travel Agency,Regular,55,New York,United States,Jessore,Bangladesh,203.05,81.46,284.51
FLYefe0e5,SriLankan Airlines,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-05-15 12:05:00,2025-05-16 03:06:40,15.027813037033434,1 Stop,Airbus A350,Business,Direct Booking,Regular,2,New York,United States,Rajshahi,Bangladesh,380.16,108.02,585.83
FLY9a0383,IndiGo,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-04-23 21:55:00,2025-04-24 04:25:44,6.512251440221728,1 Stop,Airbus A350,Economy,Travel Agency,Regular,51,Istanbul,Turkey,Dhaka,Bangladesh,390.77,92.62,483.39
FLY11ad56,Biman Bangladesh Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JFK,"John F. Kennedy International Airport, New York",2025-03-25 07:51:00,2025-03-25 22:38:54,14.798390518932992,1 Stop,Airbus A350,Business,Direct Booking,Regular,42,New York,United States,Dhaka,Bangladesh,154.11,74.12,228.22
FLY48ed6f,Saudia,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-07-22 12:25:00,2025-07-22 18:49:06,6.40186346621906,1 Stop,Airbus A350,Business,Direct Booking,Regular,61,Istanbul,Turkey,Sylhet Osmani,Bangladesh,901.77,169.27,1071.04
FLYcca00e,FlyDubai,ZYL,"Osmani International Airport, Sylhet",LHR,London Heathrow Airport,2025-10-19 09:05:00,2025-10-19 17:18:42,8.228425849814233,1 Stop,Airbus A350,First Class,Direct Booking,Regular,72,London,United Kingdom,Sylhet Osmani,Bangladesh,1138.21,221.73,1359.94
FLY3b15fd,Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-12-15 14:28:00,2025-12-16 03:30:12,13.036793783037616,2 Stops,Boeing 777,Business,Online Website,Winter Holidays,9,New York,United States,Chittagong,Bangladesh,741.05,162.16,903.21
FLY02bc38,Air India,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-10-23 13:02:00,2025-10-23 16:59:51,3.964303514410489,Direct,Boeing 787,Economy,Travel Agency,Regular,80,Dubai,United Arab Emirates,Saidpur,Bangladesh,322.23,82.33,404.57
FLYdc3831,Thai Airways,BZL,Barisal Airport,DXB,Dubai International Airport,2025-11-04 17:40:00,2025-11-04 21:23:49,3.730376329325576,Direct,Boeing 787,First Class,Online Website,Regular,46,Dubai,United Arab Emirates,Barisal,Bangladesh,1141.26,205.19,1346.44
FLY872ce5,Kuwait Airways,JSR,Jessore Airport,IST,Istanbul Airport,2026-02-08 12:40:00,2026-02-08 19:45:43,7.095552394098688,1 Stop,Boeing 777,Business,Online Website,Winter Holidays,39,Istanbul,Turkey,Jessore,Bangladesh,1030.97,188.64,1219.61
FLY2c776e,Lufthansa,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-04-04 05:19:00,2025-04-04 09:22:48,4.063500600669309,Direct,Boeing 787,Business,Travel Agency,Regular,72,Dubai,United Arab Emirates,Saidpur,Bangladesh,555.76,117.36,673.13
FLY4b9e89,Thai Airways,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-09-29 11:26:00,2025-09-30 01:40:59,14.249729417596736,2 Stops,Boeing 777,Economy,Direct Booking,Regular,31,New York,United States,Sylhet Osmani,Bangladesh,387.85,109.18,497.03
FLY522f81,British Airways,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-09-22 17:25:00,2025-09-22 21:24:41,3.9949349606745614,1 Stop,Boeing 787,Economy,Online Website,Regular,9,Dubai,United Arab Emirates,Sylhet Osmani,Bangladesh,100.39,49.06,149.44
FLYa062a8,Lufthansa,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-10-19 10:46:00,2025-10-19 17:56:40,7.177901673227965,1 Stop,Boeing 777,First Class,Travel Agency,Regular,18,Istanbul,Turkey,Sylhet Osmani,Bangladesh,649.63,131.44,781.07
FLY2f82d8,AirAsia,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-09-13 07:36:00,2025-09-13 11:10:06,3.568342500607648,Direct,Boeing 787,Business,Online Website,Regular,45,Dubai,United Arab Emirates,Saidpur,Bangladesh,328.89,83.33,412.23
FLYce57b2,Gulf Air,BZL,Barisal Airport,IST,Istanbul Airport,2025-05-14 01:04:00,2025-05-14 07:41:03,6.617696593575663,1 Stop,Boeing 777,Business,Travel Agency,Regular,51,Istanbul,Turkey,Barisal,Bangladesh,857.47,162.62,1020.09
